timestamp,value
2022-08-01 07:10:00+00:00,False
2022-08-01 07:10:30+00:00,False
2022-08-01 07:11:00+00:00,False
2022-08-01 07:11:30+00:00,False
2022-08-01 07:12:00+00:00,False
2022-08-01 07:12:30+00:00,False
2022-08-01 07:13:00+00:00,False
2022-08-01 07:13:30+00:00,False
2022-08-01 07:14:00+00:00,False
2022-08-01 07:14:30+00:00,False
2022-08-01 07:15:00+00:00,False
2022-08-01 07:15:30+00:00,False
2022-08-01 07:16:00+00:00,False
2022-08-01 07:16:30+00:00,False
2022-08-01 07:17:00+00:00,False
2022-08-01 07:17:30+00:00,False
2022-08-01 07:18:00+00:00,False
2022-08-01 07:18:30+00:00,False
2022-08-01 07:19:00+00:00,False
2022-08-01 07:19:30+00:00,False
2022-08-01 07:20:00+00:00,False
2022-08-01 07:20:30+00:00,False
2022-08-01 07:21:00+00:00,False
2022-08-01 07:21:30+00:00,False
2022-08-01 07:22:00+00:00,False
2022-08-01 07:22:30+00:00,False
2022-08-01 07:23:00+00:00,False
2022-08-01 07:23:30+00:00,False
2022-08-01 07:24:00+00:00,False
2022-08-01 07:24:30+00:00,False
2022-08-01 07:25:00+00:00,False
2022-08-01 07:25:30+00:00,False
2022-08-01 07:26:00+00:00,False
2022-08-01 07:26:30+00:00,False
2022-08-01 07:27:00+00:00,False
2022-08-01 07:27:30+00:00,False
2022-08-01 07:28:00+00:00,False
2022-08-01 07:28:30+00:00,False
2022-08-01 07:29:00+00:00,False
2022-08-01 07:29:30+00:00,False
2022-08-01 07:30:00+00:00,False
2022-08-01 07:30:30+00:00,True
2022-08-01 07:31:00+00:00,True
2022-08-01 07:31:30+00:00,True
2022-08-01 07:52:00+00:00,True
2022-08-01 07:52:30+00:00,False
2022-08-01 07:53:00+00:00,False
2022-08-01 07:53:30+00:00,False
2022-08-01 07:54:00+00:00,False
2022-08-01 07:54:30+00:00,False
2022-08-01 07:55:00+00:00,False
2022-08-01 07:55:30+00:00,False
2022-08-01 07:56:00+00:00,False
2022-08-01 07:56:30+00:00,False
2022-08-01 07:57:00+00:00,False
2022-08-01 07:57:30+00:00,False
2022-08-01 07:58:00+00:00,False
2022-08-01 07:58:30+00:00,False
2022-08-01 07:59:00+00:00,False
2022-08-01 07:59:30+00:00,False
2022-08-01 08:00:00+00:00,False
2022-08-01 08:00:30+00:00,False
2022-08-01 08:01:00+00:00,False
2022-08-01 08:01:30+00:00,False
2022-08-01 08:02:00+00:00,False
2022-08-01 08:02:30+00:00,False
2022-08-01 08:03:00+00:00,False
2022-08-01 08:03:30+00:00,False
