timestamp,value
2022-08-01T07:21:30Z,59.42871111111111
2022-08-01T07:22:00Z,59.42775
2022-08-01T07:22:30Z,59.42626666666666
2022-08-01T07:23:00Z,59.424933333333335
2022-08-01T07:23:30Z,59.42343333333333
2022-08-01T07:24:00Z,59.42203333333333
2022-08-01T07:24:30Z,59.4205
2022-08-01T07:25:00Z,59.41909999999999
2022-08-01T07:25:30Z,59.41766666666666
2022-08-01T07:26:00Z,59.4164875
2022-08-01T07:26:30Z,59.41573333333333
2022-08-01T07:27:00Z,59.41531666666666
2022-08-01T07:27:30Z,59.41476666666667
2022-08-01T07:28:00Z,59.41433333333333
2022-08-01T07:28:30Z,59.41386666666667
2022-08-01T07:29:00Z,59.41343333333333
2022-08-01T07:29:30Z,59.41296666666667
2022-08-01T07:30:00Z,59.41253333333333
2022-08-01T07:30:30Z,59.41214
2022-08-01T07:31:00Z,59.4121
2022-08-01T07:31:30Z,59.4121
2022-08-01T07:32:00Z,59.4121
2022-08-01T07:32:30Z,59.41203333333333
2022-08-01T07:33:00Z,59.412
2022-08-01T07:33:30Z,59.412
2022-08-01T07:34:00Z,59.41203333333333
2022-08-01T07:34:30Z,59.4121
2022-08-01T07:35:00Z,59.4121
2022-08-01T07:35:30Z,59.41216666666667
2022-08-01T07:36:00Z,59.412200000000006
2022-08-01T07:36:30Z,59.412200000000006
2022-08-01T07:37:00Z,59.412233333333326
2022-08-01T07:37:30Z,59.4123
2022-08-01T07:38:00Z,59.4123
2022-08-01T07:38:30Z,59.4123
2022-08-01T07:39:00Z,59.4124
2022-08-01T07:39:30Z,59.4124
2022-08-01T07:40:00Z,59.4124
2022-08-01T07:40:30Z,59.41243333333333
2022-08-01T07:41:00Z,59.4125
2022-08-01T07:41:30Z,59.4125
2022-08-01T07:42:00Z,59.4125
2022-08-01T07:42:30Z,59.4125
2022-08-01T07:43:00Z,59.4125
2022-08-01T07:43:30Z,59.4124
2022-08-01T07:44:00Z,59.41233333333333
2022-08-01T07:44:30Z,59.412233333333326
2022-08-01T07:45:00Z,59.41213333333334
2022-08-01T07:45:30Z,59.41203333333333
2022-08-01T07:46:00Z,59.4119
2022-08-01T07:46:30Z,59.4118
2022-08-01T07:47:00Z,59.4118
2022-08-01T07:47:30Z,59.4118
2022-08-01T07:48:00Z,59.41186666666667
2022-08-01T07:48:30Z,59.4119
