timestamp,value
2022-08-01T03:16:30Z,149.5
2022-08-01T03:17:00Z,138.125
2022-08-01T03:17:30Z,121.33333333333331
2022-08-01T03:18:00Z,103.875
2022-08-01T03:18:30Z,92.1
2022-08-01T03:19:00Z,88.5
2022-08-01T03:19:30Z,87.33333333333333
2022-08-01T03:20:00Z,88.33333333333333
2022-08-01T03:20:30Z,89.0
2022-08-01T03:21:00Z,88.33333333333333
2022-08-01T03:21:30Z,88.66666666666667
2022-08-01T03:22:00Z,89.0
2022-08-01T03:22:30Z,88.33333333333333
2022-08-01T03:23:00Z,88.66666666666667
2022-08-01T03:23:30Z,89.66666666666667
2022-08-01T03:24:00Z,89.0
2022-08-01T03:24:30Z,89.0
2022-08-01T03:25:00Z,89.66666666666667
2022-08-01T03:25:30Z,90.0
2022-08-01T03:26:00Z,89.33333333333333
2022-08-01T03:26:30Z,92.66666666666669
2022-08-01T03:27:00Z,93.33333333333331
2022-08-01T03:27:30Z,92.66666666666669
2022-08-01T03:28:00Z,93.0
2022-08-01T03:28:30Z,92.66666666666669
2022-08-01T03:29:00Z,92.0
2022-08-01T03:29:30Z,93.0
2022-08-01T03:30:00Z,92.33333333333331
2022-08-01T03:30:30Z,92.33333333333331
2022-08-01T03:31:00Z,93.0
2022-08-01T03:31:30Z,92.33333333333331
2022-08-01T03:32:00Z,92.0
2022-08-01T03:32:30Z,93.0
2022-08-01T03:33:00Z,92.66666666666669
2022-08-01T03:33:30Z,92.0
2022-08-01T03:34:00Z,92.66666666666669
2022-08-01T03:34:30Z,93.0
2022-08-01T03:35:00Z,92.66666666666669
2022-08-01T03:35:30Z,84.8
2022-08-01T03:36:00Z,82.16666666666667
2022-08-01T03:36:30Z,78.33333333333333
2022-08-01T03:37:00Z,71.33333333333333
2022-08-01T03:37:30Z,61.85714285714285
2022-08-01T03:38:00Z,53.333333333333336
2022-08-01T03:38:30Z,52.333333333333336
2022-08-01T03:39:00Z,48.66666666666666
2022-08-01T03:39:30Z,48.66666666666666
2022-08-01T03:40:00Z,50.0
2022-08-01T03:40:30Z,49.0
2022-08-01T03:41:00Z,47.0
2022-08-01T03:41:30Z,37.875
2022-08-01T03:42:00Z,37.66666666666666
2022-08-01T03:42:30Z,39.333333333333336
2022-08-01T03:43:00Z,32.333333333333336
2022-08-01T03:43:30Z,26.33333333333333
2022-08-01T03:44:00Z,24.666666666666668
2022-08-01T03:44:30Z,23.33333333333333
2022-08-01T03:45:00Z,21.33333333333333
2022-08-01T03:45:30Z,19.666666666666668
2022-08-01T03:46:00Z,17.333333333333332
2022-08-01T04:02:00Z,189.66666666666663
2022-08-01T04:02:30Z,190.33333333333331
2022-08-01T04:03:00Z,203.625
2022-08-01T04:03:30Z,220.55555555555557
2022-08-01T04:04:00Z,226.0
2022-08-01T04:04:30Z,227.0
2022-08-01T04:05:00Z,226.66666666666663
2022-08-01T04:05:30Z,226.0
2022-08-01T04:06:00Z,230.66666666666663
2022-08-01T04:06:30Z,242.7
2022-08-01T04:07:00Z,252.75
2022-08-01T04:07:30Z,257.6666666666667
2022-08-01T04:08:00Z,257.6666666666667
2022-08-01T04:08:30Z,257.0
2022-08-01T04:09:00Z,258.0
2022-08-01T04:09:30Z,258.0
2022-08-01T04:10:00Z,257.3333333333333
2022-08-01T04:10:30Z,257.0
2022-08-01T04:11:00Z,262.3333333333333
2022-08-01T04:11:30Z,268.6666666666667
2022-08-01T04:12:00Z,268.0
2022-08-01T04:12:30Z,267.0
2022-08-01T04:13:00Z,267.6666666666667
2022-08-01T04:13:30Z,268.0
2022-08-01T04:14:00Z,268.0
2022-08-01T04:14:30Z,267.0
2022-08-01T04:15:00Z,267.0
2022-08-01T04:15:30Z,268.3333333333333
